id,ItemDescription,Diagnosis,PreventiveFlag
9362,NOVA:  CYTOLOGY IN-CLINIC (RECHECK),Allerigies ,0
9363,NOVA:  CYTOPOINT 30MG/VIAL (NO INJ FEE),Allerigies ,0
9364,NOVA:  EPI SOOTHE CONDITIONER 237ml,Allerigies ,0
9365,NOVA:  CYTOPOINT 40MG/VIAL (NO INJ FEE),Allerigies ,0
9366,Simba:  Cytopoint - 30mg ,"Ongoing treatment for atopic dermatitis,  ",0
9367,PUMPKIN:  Inventory FELV Vaccine,recheck corneal ulcers ,0
9368,PUMPKIN:  Feline Rabies Vaccine,recheck corneal ulcers ,0
9369,PUMPKIN:  Comprehensive Exam,recheck corneal ulcers ,0
9370,OLIVER:  Eye-Corneal Staining,recheck corneal ulcers ,0
9371,Linus:  Urinalysis (UNA),Diabetes ,0
9372,Buddy:  Cytology 1 Site (no micro) - Idexx,Mass ,0
9373,Buddy:  Hazardous Material Fee,Mass ,0
9374,Buddy:  Cytology - Microscopic Exam,Mass ,0
9375,Buddy:  Examination,Mass ,0
9376,"Stephanie:  Consultation, Medicine",Vomiting/Regurge ,0
9377,"Stephanie:  Consultation, Oncology Recheck-Renton",Vomiting/Regurge ,0
9378,Lincoln:  RAD Extremities 1-2  Views,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9379,Lincoln:  Schem CBC SA020,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9380,Lincoln:  Meloxicam (Metacam) 5mg/mL/mL IHINJ,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9381,Lincoln:  Meloxicam (Metacam) K9 1.5mg/mL/10mL DIS,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9382,Lincoln:  Exam/Consultation    Well Patient,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9383,Lincoln:  Sedation Radiology,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9384,Lincoln:  FortiFlora Canine Probiotic Supplement /,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9385,Lincoln:  RAD Pelvis 1 View,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9386,Lincoln:  PPVD EN Gastroenteric K9 13.4oz Cs 15934,"Bilateral Hip Dysplasia and Acute diarrhea portion of examination, fortiflora and EN canned food is for diarrhea claim.  Portion of exam and remaining diagnostics and treatment are for hip dysplasia claim.",0
9387,Granger:  PREPAY: Fecal Test,Positive Giardia: Recheck ,0
9388,Granger:  Fecal Ova & Parasite Recheck Antech T805,Positive Giardia: Recheck #2 ,0
9389,Granger:  Nail Trim K9,Positive Giardia: Recheck #2 ,0
9390,Rocket:  IV-IVC Catheter Placement,Bloody diarrhea and vomiting ,0
9391,Rocket:  TX-Hospital Nursing/Intensive Care (S),Bloody diarrhea and vomiting ,0
9392,Rocket:  IV-IVF fluid administration,Bloody diarrhea and vomiting ,0
9393,Rocket:  In Clinic-Lyte 4,Bloody diarrhea and vomiting ,0
9394,Rocket:  In Clinic-K9 cPL SNAP Test,Bloody diarrhea and vomiting ,0
9395,Rocket:  TX-Bio-Hazardous Material Disposal Fee,Bloody diarrhea and vomiting ,0
9396,Rocket:  4 Injections (<25 lbs),Bloody diarrhea and vomiting ,0
9397,Doug:  NAIL TRIM (ROUTINE),Annual Exam ,0
9398,Doug:  DIST-PARVO-(DA2PP)  FINAL PUPPY,Annual Exam ,1
9399,Doug:  LEPTO VACCINE #1,Annual Exam ,1
9400,Doug:  FECAL OVA & PARASITE TO LAB (T805),Annual Exam ,1
9401,Doug:  MEDS ADMIN IN HOSPITAL/DOSE,Annual Exam ,1
9402,Annika:  AmoxiClav (Clavaseptin) 250mg Tab DISPMED,Suspect adverse reaction to medication ,0
9403,Chelsea:  Omeprazole (gen) 10mg Cap DISPCHR,Gastroenteritis ,0
9404,Mako:  Wellness Exam - First Puppy Visit,Wellness No illness. ,0
9405,"Mako:  Effitix Plus 11-23 lbs, Single",Wellness No illness. ,1
9406,Mako:  Lepto #1 (Vanguard L4),Wellness No illness. ,1
9407,Mako:  Giardia Snap Test,Wellness No illness. ,1
9408,Mako:  DHPP #1 Booster,Wellness No illness. ,1
9409,Mako:  Bordetella Intranasal Series Initial,Wellness No illness. ,1
9410,Mako:  SAC Intestinal Parasite Evaluation Float,Wellness No illness. ,1
9411,Sookie:  DOUXO Care Auricular Solution 125mL,ear infection ,0
9412,Wren:  Recheck ,Poss UTI ,0
9413,Wren:  Urinalysis (In House),Poss UTI ,0
9414,Sadie:  Cytology (Initial Sample) CYTO,dermal mass ,0
9415,Sadie:  Exam/Consultation CareClub,dermal mass ,0
9416,Tesla:  Proviable DC Capsules 80ct,med refill ,0
9417,Tesla:  Trazodone 100mg tablets,med refill ,0
9418,Tesla:  DiphenhydramineHCl 30mg Flav Vetadryl,med refill ,0
9419,ROSEBUD:  ADD Maropitant (Cerenia) 10mg/mL/mL IHIN,Dental ,0
9420,ROSEBUD:  DENTAL Evaluation+Clean Rtn K9,Dental ,0
9421,ROSEBUD:  RAD Full Mouth Dental Xray Canine,Dental ,0
9422,ROSEBUD:  Anesthesia Dentistry,Dental ,0
9423,ROSEBUD:  Fluids Dentistry,Dental ,0
9424,Ally:  Vitamin B12 inj 5000mcg/mL,B12 deficiency  ,0
9425,Ally:  Cerenia 160mg PER TAB (red) *special or,B12 deficiency  ,0
9426,Sadie:  Maropitant (Cerenia) 160mg Tab DISPCHR,motion sickness ,0
9427,Ragnar:  Tobrex 0.3% 5mL  DIN 00513962,conjunctivitis ,0
9428,Max:  Cartrophen Vet inj 100mg/mL,patellar luxation ,0
9429,Max:  Consult a/o Exam - Brief,patellar luxation ,0
9430,Katie:  Consult / Examination Recheck,eye infection ,0
9431,Katie:  TobraDex Susp 5 ml.,eye infection ,0
9432,"Buddy:  Exam and Consult, Sick Pet",Ear infection ,0
9433,Buddy:  Ear Cleaning Level 1,Ear infection ,0
9434,Buddy:  BioHazard Fee- Outpatient,Ear infection ,0
9435,Buddy:  Ear Cytology ,Ear infection ,0
9436,Buddy:  Oti-Pack-M 3ml Syringe,Ear infection ,0
9437,Nelson:  VS CBC T4 UA SA037,"Dragging hind legs, decreased appetite, no weight gain ",0
9438,Nelson:  RAD Pelvis 2-3 Views,"Dragging hind legs, decreased appetite, no weight gain ",0
9439,Nelson:  Exam/Consultation   Medical Condition,"Dragging hind legs, decreased appetite, no weight gain ",0
9440,Nelson:  Aventi K9/Fel Joint Formula 500mL,"Dragging hind legs, decreased appetite, no weight gain ",0
9441,Nyx:  Exam and Office Visit - Illness,UTI ,0
9442,Nyx:  Blood Collection Fee,UTI ,0
9443,Nyx:  Ultrasound Assisted Cystocentesis ,UTI ,0
9444,Nyx:  Senior Wellness Prof 1 (IDEXX) R,UTI ,0
9445,Nyx:  Urine Culture & MIC to IDEXX,UTI ,0
9446,Sophie:  Alprazolam 0.5mg,"Allergies and Anxiety  Alprazolam is for the anxiety.  Allergies- previously claimed under shaking head, losing hair",0
9447,Sophie:  Office Visit and Examination,"Allergies and Anxiety  Alprazolam is for the anxiety.  Allergies- previously claimed under shaking head, losing hair",0
9448,Willow:  RCVD GI Low Fat K9 13.6z/385g x 12 Cs 470,Allergies + cancer ,0
9449,Willow:  Meloxicam (Metacam) K9 1.5mg/mL/32mL DISP,Allergies + cancer ,0
9450,Willow:  Ketoconazole (gen) 200mg Tab DISPCHR,Allergies + cancer ,0
9451,Sadie:  Maropitant (Cerenia) 160mg Tab DISPCHR,motion sickness ,0
9452,Bambi:  OSHA Disposal Fee,vaccines ,1
9453,Bambi:  Technician Appointment Level A,vaccines ,0
9454,Bambi:  Vanguard CIV H3N2/H3N8,vaccines ,1
9455,Bambi:  Vanguard crLyme,vaccines ,1
9456,Gracie:  Fortiflora Canine per package,"Possible GERD, possible intermittent GDV ",0
9457,Bella:  Cytology Tumor,Thorax mass ,0
9458,Bella:  Medical Progress Exam,Thorax mass ,0
9459,Murphy:  Radiograph - Radiologist Review,Right TPLO ,0
9460,Murphy:  Radiograph Progress,Right TPLO ,0
9461,Mia:  Sub Q Fluids - During Exam/Hospital,Constipation ,0
9462,Mia:  Urinalysis - Add on,Constipation ,0
9463,Mia:  Semintra 30 ml,Constipation ,0
9464,Mia:  Fluoxetine 10 mg/ml Oral Liquid,Constipation ,0
9465,Mia:  Sedation - IM Meditomidine/Antisedan,Constipation ,0
9466,Mia:  Cystocentisis - Urine Collection,Constipation ,0
9467,Mia:  PR Diet Feline Z/D Low Allergen 1.8 kg,Constipation ,0
9468,Mia:  General Panel w/ Spec Fpl / Cpl,Constipation ,0
9469,Blue:  Internal Medicine Consultation,Vomiting ,0
9470,Blue:  Sedation With Comp. Nail Trim <40#,Vomiting ,0
9471,"Blue:  Cystocentesis, Urinary U/S Guided",Vomiting ,0
9472,Blue:  Idexx Total Health,Vomiting ,0
9473,Blue:  Idexx Ionized Calcium,Vomiting ,0
9474,"Blue:  Ultrasound, Abdominal",Vomiting ,0
9475,Blue:  OSHA: Medical Waste Disposal Fee,Vomiting ,0
9476,Blue:  Idexx Cobalamine (Vit B12),Vomiting ,0
9477,"Blue:  Idexx Cytology, Standard",Vomiting ,0
9478,Blue:  Idexx Feline Spec FPLI Add-on,Vomiting ,0
9479,"Sky:  Hill's Canine Derm Defense , 25#",Vomiting ,0
9480,"Blue:  Internal Med FNA, 1 site",Vomiting ,0
9481,Theo:  Exam- Recheck,exam ear skin ,0
9482,Theo:  Culture Aerobic & MIC - M020,exam ear skin ,0
9483,Theo:  Ear Pluck,exam ear skin ,0
9484,Theo:  Ear Swab Cytology,exam ear skin ,0
9485,Theo:  Apoquel 5.4MG tablet,exam ear skin ,0
9486,Theo:  Baytril Ear Mixture (1/2oz),exam ear skin ,0
9487,Theo:  Thyroid Level (T4) - T495,exam ear skin ,0
9488,Theo:  Bravecto 22Lb-44Lb One Dose - Merck,exam ear skin ,1
9489,Theo:  Skin- Scraping/ Impression Smear,exam ear skin ,0
9490,Theo:  Vetericyn Plus 16 oz Bottle,exam ear skin ,0
9491,Theo:  Z/D Canine 8 Lbs - Hills,exam ear skin ,0
9492,Theo:  Trazadone 50mg Tablets,exam ear skin ,0
9493,Gus:  OMEGAPRO3 liquid 16oz,allergy ,0
9494,Gus:  Dermoscent Biobalm 50ml,allergy ,0
9495,Hendry:  Metronidazole 250 mg tablets,Diarrhea ,0
9496,Hendry:  Physical exam,Diarrhea ,0
9497,Sky:  Thyro Tabs 0.8mg,Vomiting ,0
9498,Blue:  SP Feline Enteric Support,Vomiting ,0
9499,"Blue:  Gabapentin Solution, 100mg/ml, Malt",Vomiting ,0
9500,Tula:  BNP/Vetropolycin Ophthalmic Ointment,Corneal Ulcer on right eye ,0
9501,Tula:  Office Call - Client Referral  <7yr,Corneal Ulcer on right eye ,0
9502,"Seela:  Pre-Anes Bloodwork (Chem10, CBC, Lytes",Pre Anesthetic Labwork for Caudal Mammary Mass Removal Surgery coming up  ,0
9503,Missy:  Exam - DISCOUNT Mon-Fri 9am-6pm($30),Allergis reaction ,0
9504,Missy:  Exam - EC Day (9am to 6pm),Allergis reaction ,0
9505,Missy:  Medication Administered - In house,Allergis reaction ,0
9506,Tabitha:  Medical Problem Consultation A,vomiting & diarrhea ,0
9507,Hendry:  Fecal parasite ova & shedding giardia,Diarrhea ,0
9508,Carrot Cake AKA Carrie:  Capromorelin (Entyce) Ora,bleeding mammory gland malignant mass ,0
9509,Tilt:  Cytopoint 30 mg,Allergies ,0
9510,Hobbs:  Cytology (Initial Sample) IHLAB,Dental Procedure ,0
9511,Hobbs:  Mometamax Otic Susp 15g DISPMED,Dental Procedure ,0
9512,Chloe:  Canaural 15ml #14138,previous claim #1573673 ,0
9513,Chloe:  Ear Flush & Cleansing,previous claim #1573673 ,0
9514,Seamus:  Physical Exam - Comprehensive,previous claim #1573673 ,0
9515,Michael:  Cytopoint Vaccine 80.1-90 lbs,Medication ,0
9516,Michael:  Vitamin B Injection,Medication ,0
9517,Gamma:  Thyroid Profile #4 879,Thyroid testing ,0
9518,Gamma:  EXAM: General Recheck,Thyroid testing ,0
9519,Phara:  Blood Pressure,"Skin masses, Chest xrays for heart murmur, small heart ",0
9520,Phara:  T4ED T460,"Skin masses, Chest xrays for heart murmur, small heart ",0
9521,FLARE:  Draw Lab/Prep Blood /Biohazard,Ruling out Addison's Disease ,0
9522,FLARE:  ACTH Stim (Pre and Post) I#119,Ruling out Addison's Disease ,0
9523,FLARE:  Cortrosyn Inj,Ruling out Addison's Disease ,0
9524,Jackson:  Panacur Granules SA 22.2% 1gm,giardia ,0
9525,Jackson:  Metronidazole 500mg,giardia ,0
9526,Jackson:  W Ova & Parasites w/Centrifugation,giardia ,0
9527,Abby:  Cartrophen inj per ml inj included,Fix Corneal Ulcer ,0
9528,GLADYS:  X-RAY DIGITAL IMAGES,LAMENESS ,0
9529,GLADYS:  Dasuquin Adv.  TABLET Large Dog 64ct ,LAMENESS ,0
9530,GLADYS:  Sentinel Tablets    51-100 lbs.,LAMENESS ,1
9531,GLADYS:  RADIOLOGY CONSULTATION,LAMENESS ,0
9532,GLADYS:  ANESTH-SEDATION-pre-medication,LAMENESS ,0
9533,Missy:  Radiograph - Includes set up Fee,coughing ,0
9534,Missy:  Lab in: Pre-anesthetic Chem+Electrolytes,coughing ,0
9535,Missy:  Radiograph Each Add'l Plate,coughing ,0
9536,Abby:  Cartrophen inj per ml inj included,coughing ,0
9537,Abby:  Surg. Soft Tissu/10 min,coughing ,0
9538,Abby:  Sedation,coughing ,0
9539,Peanut:  Apoquel 5.4mg #100,apoquel - itching ,0
9540,Napoleon:  Neuter-Canine-Small,apoquel - itching ,0
9541,Napoleon:  X-Ray Dental <6 views --if necessary,apoquel - itching ,0
9542,Napoleon:  IV catheter ,apoquel - itching ,0
9543,Napoleon:  Lepto - Annual,apoquel - itching ,0
9544,Waffles:  Trazodone Tablet 50mg,left hind end lameness ,0
9545,Cooper:  Movoflex Soft Chews Large 80#+over 60ct.,left hind end lameness ,0
9546,Waffles:  Gabapentin 100mg Whole Bottle 100 ct.,left hind end lameness ,0
9547,Waffles:  Novox (carprofen) 25 mg 30ct.,left hind end lameness ,0
9548,Waffles:  Exam - Health Concern,left hind end lameness ,0
9549,Copper:  Buprenorphine(Vetergesic) Inj 0.3mg/ml,perineal urethrostomy ,0
9550,Copper:  Epidural analgesia/aesthesia,perineal urethrostomy ,0
9551,Copper:  PDS 4-0 (Z315H),perineal urethrostomy ,0
9552,Copper:  Superchem/CBC/UA - Antech,perineal urethrostomy ,0
9553,Copper:  Pack - Surgical Standard,perineal urethrostomy ,0
9554,Copper:  Hospitalization/Nursing Care up to 24hrs,perineal urethrostomy ,0
9555,Copper:  Cefazolin 1g Vial,perineal urethrostomy ,0
9556,Copper:  IV Maintenance per day,perineal urethrostomy ,0
9557,Copper:  Surgical Suite Fee,perineal urethrostomy ,0
9558,Copper:  Buprenorphine(Vetergesic) Inj 0.3mg/ml,perineal urethrostomy ,0
9559,Copper:  Urethrostomy Feline,perineal urethrostomy ,0
9560,Copper:  Buprenorphine(Vetergesic) Inj 0.3mg/ml,perineal urethrostomy ,0
9561,Copper:  Urine Culture & MIC - Antech,perineal urethrostomy ,0
9562,Copper:  Hydromorphone HCI Inj 2mg/ml vial/1 ml *,perineal urethrostomy ,0
9563,Copper:  Fluids - Surgical,perineal urethrostomy ,0
9564,Copper:  Surgical Prep (per 15 minutes),perineal urethrostomy ,0
9565,Copper:  Anesthetic Induction - IV Cath,perineal urethrostomy ,0
9566,Copper:  Anesth Gas/Monitoring 15 min,perineal urethrostomy ,0
9567,Copper:  Clavamox 62.5 Oral Drops 15ml,perineal urethrostomy ,0
9568,Max:  Optixcare Eye Lube Plus 20g DISPMED,"Corneal Ulcer, cushings disease ",0
9569,Rusty:  PD i/d K9 8.5lb 8618,GI Upset ,0
9570,Rusty:  RAD Abdominal/Thorax 3-4 Views,GI Upset ,0
9571,Rusty:  Exam/Consultation  Recheck (within 30 days,GI Upset ,0
9572,Rusty:  AIS Radiology Interpretation,GI Upset ,0
9573,Rusty:  RCVD Hypo HP K9 7.7lb/3.5kg 427677/60320,GI Upset ,0
9574,Winnie:  Ultrasound - Abdomen,"UTI (Seen at rDVM for this, claim #3858234) ",0
9575,"Winnie:  Superchem, CBC - Antech","UTI (Seen at rDVM for this, claim #3858234) ",0
9576,Winnie:  Blood Collection - Venous 1 to 2,"UTI (Seen at rDVM for this, claim #3858234) ",0
9577,Winnie:  Enrofloxacin 150mg Tab,"UTI (Seen at rDVM for this, claim #3858234) ",0
9578,Winnie:  Consultation - Transfer from RDVM,"UTI (Seen at rDVM for this, claim #3858234) ",0
9579,"Winnie:  Urinalysis, Urine Culture & MIC -Antech","UTI (Seen at rDVM for this, claim #3858234) ",0
9580,Winnie:  Cystocentesis,"UTI (Seen at rDVM for this, claim #3858234) ",0
9581,Ryder:  Cefpodoxime (Simplicef) 200mg Tab DISPMED,skin infection  ,0
9582,Bargo:  Ichon Inj. per cc,Artheritis ,0
9583,Bargo:  CBD Dog Treats,Artheritis ,0
9584,Bargo:  Vetprofen 100 mg.,Artheritis ,0
9585,Bargo:  Gabapentin Caps 300mg,Artheritis ,0
9586,Bailey:  Physical Exam/Office Visit,Periodontal Disease/Avulsed Tooth ,0
9587,Brody:  Parking Reimbursement - 1 Hour,Suspected Brain Tumor - Continued Seizure Monitoring and Labs ,0
9588,Brody:  Senior Health Profile Canine ,Suspected Brain Tumor - Continued Seizure Monitoring and Labs ,0
9589,Brody:  EXAMINATION,Suspected Brain Tumor - Continued Seizure Monitoring and Labs ,0
9590,Brody:  IDEXX Cardiopet proBNP-add on (Canine),Suspected Brain Tumor - Continued Seizure Monitoring and Labs ,0
9591,Archie:  Cerenia Injection (Inventory)*,Vomiting ,0
9592,Archie:  Focused Health Examination ,Vomiting ,0
9593,Cooper:  Simplicef 100 mg Tablets #53377,Otitis Externa  ,0
9594,Cooper:  Nail Trim,Otitis Externa  ,0
9595,Cooper:  Recheck Examination,Otitis Externa  ,0
9596,HANK THE TANK:  APOQUEL PER TABS 16MG ,ALLERGIES ,0
9597,Meiko:  Organ Screen - Lyte 4,Seizure ,0
9598,Meiko:  Examination - Emergency / Walk In,Seizure ,0
9599,Meiko:  CBC - IC,Seizure ,0
9600,Meiko:  Blood Collection,Seizure ,0
9601,Meiko:  Diazepam Inj. 5mg/ml per ml,Seizure ,0
9602,Meiko:  Organ screen - Chem 17 Extended Amy/Lip,Seizure ,0
9603,Meiko:  Total T4,Seizure ,0
9604,Lulu :  LOCAL ANESTHESIA,periodontal disease ,0
9605,Lulu :  Meloxicam 1.5mg/mL Oral Suspension/mL,periodontal disease ,0
9606,Lulu :  CANINE DENTAL PACKAGE,periodontal disease ,0
9607,Lulu :  EXTRACTION(S),periodontal disease ,0
9608,Lulu :  Meloxicam 5mg/ml injectable,periodontal disease ,0
9609,Lulu :  DENTAL RADS. K9 SML - FULL MTH. ,periodontal disease ,0
9610,Lulu :  EXTENDED ANESTHESIA,periodontal disease ,0
9611,Lulu :  SEDATION-PREANESTHETIC,periodontal disease ,0
9612,Lulu :  Tramadol Tablets 50 mg,periodontal disease ,0
9613,Lulu :  CLINDORAL APPLICATION,periodontal disease ,0
9614,Lulu :  EXTRACTION INSTRUMENT PACK,periodontal disease ,0
9615,Lulu :  ORAL SURGERY/MIN,periodontal disease ,0
9616,Gizmo:  Urinalysis Antech T760,urinalysis ,0
9617,"Winnie:  Urinalysis, Urine Culture & MIC -Antech","UTI (Seen at rDVM , Claim #3858234) ",0
9618,Winnie:  Blood Collection - Venous 1 to 2,"UTI (Seen at rDVM , Claim #3858234) ",0
9619,Winnie:  Cystocentesis,"UTI (Seen at rDVM , Claim #3858234) ",0
9620,Winnie:  Ultrasound - Abdomen,"UTI (Seen at rDVM , Claim #3858234) ",0
9621,Winnie:  Consultation - Transfer from RDVM,"UTI (Seen at rDVM , Claim #3858234) ",0
9622,"Winnie:  Superchem, CBC - Antech","UTI (Seen at rDVM , Claim #3858234) ",0
9623,Winnie:  Enrofloxacin 150mg Tab,"UTI (Seen at rDVM , Claim #3858234) ",0
9624,Boston:  Medical Progress Exam,recheck after aspiration pneumonia ,0
9625,Ella:  Emergency Exam,Abcessed anal gland ,0
9626,Ella:  Discount: Emergency Exam,Abcessed anal gland ,0
9627,Ella:  AmoxiTrihydrate-Clav 62.5mg Tablet,Abcessed anal gland ,0
9628,Rio:  PPVD Gentle Snackers K9 8oz/227g 11307,GI issues ,0
9629,Misty:  Exam - Health Concern,"Discolored skin, Irritated Paws ",0
9630,Misty:  Ketoconazole CAPSULE 50mg,"Discolored skin, Irritated Paws ",0
9631,Misty:  CytoPoint Injection (10.1-20 #),"Discolored skin, Irritated Paws ",0
9632,Norman:  Claro Otic Solution 1mL,ear infection ,0
9633,Norman:  Cytology-Ear,ear infection ,0
9634,Norman:  Nexgard Chew 60.1-121lb Single Dose,ear infection ,1
9635,Norman:  Examination,ear infection ,0
9636,Norman:  Dog Nail Trim by Technician,ear infection ,0
9637,Norman:  Interceptor Plus 50.1-100lb Single Dose,ear infection ,1
9638,Sammy:  Office Visit,Coughing ,0
9639,Sammy:  Radiograph,Coughing ,0
9640,Sammy:  Doxycycline 100mg Tabs,Coughing ,0
9641,Sammy:  Hydrocodone 5 mg tablet,Coughing ,0
9642,Sophia:  SDMA test,Otitis and elevated Creatinine ,0
9643,Sophia:  Urinalysis-Full and ERD      T760 ,Otitis and elevated Creatinine ,0
9644,Sophia:  Dentistry    USE GROUP!!!!!,Otitis and elevated Creatinine ,0
9645,Sophia:  Ear Cytology,Otitis and elevated Creatinine ,0
9646,Lola:  Exam-Urgent,Diarrhea ,0
9647,Lola:  Proviable Combo Kit Cat/Small Dog,Diarrhea ,0
9648,Lola:  Groom ,Diarrhea ,0
9649,Winnie:  Examination-Consultation,vomit & Diarrhea ,0
9650,Tamzen:  Consultation  Medical Progress,not getting better ,0
9651,Juniper:  Exam/Consultation   Medical Condition,Lameness Was previously seen at Guardian Vet Center for same condition,0
9652,Juniper:  RAD Extremities 1-2  Views,Lameness Was previously seen at Guardian Vet Center for same condition,0
9653,Juniper:  Tramadol (gen) 50mg Tab DISPMED,Lameness Was previously seen at Guardian Vet Center for same condition,0
9654,Juniper:  Meloxicam (Metacam) K9 1.5mg/mL/1mL DISP,Lameness Was previously seen at Guardian Vet Center for same condition,0
9655,"Cooper:  Lactated Ringer's, 1 Liter w/ Needles",IDB ,0
9656,Scarlett:  PHYSICAL EXAM-RECHECK,elbow dysplasia ,0
9657,Scarlett:  ADEQUAN I.M. 100MG/ML,elbow dysplasia ,0
9658,Scarlett:  MEDICAL WASTE DISPOSAL FEE,elbow dysplasia ,0
9659,Torrey:  Vetmedin 2.5mg,Heart Murmur ,0
9660,Torrey:  Fortekor Flavor Tabs 5mg (56),Heart Murmur ,0
